OBJECTID,SourceOID,ABCDMisc,ADSPermissionState,ContainmentDateTime,ControlDateTime,CreatedBySystem,IncidentSize,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalAcres,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsQuarantined,IsReimbursable,IsTrespass,IsUnifiedCommand,IsValid,LocalIncidentIdentifier,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,EstimatedFinalCost,OrganizationalAssessment,StrategicDecisionPublishDate,CreatedOnDateTime_dt,ModifiedOnDateTime_dt,IsCpxChild,CpxName,CpxID,SourceGlobalID,GlobalID,IncidentComplexityLevel,longitude,latitude,session_source_key
11,4279567,,DEFAULT,nan,nan,wildcad,0.1,0.1,MTKDC,nan,,,,,,,,,Unknown,,,,,1526998911000,,nan,nan,nan,nan,nan,,,NRCC,nan,nan,nan,,,Redhead Meadowchild 2 UB,,RX,FI,48.7798,-115.946,nan,nan,{AF26C490-1031-4947-970D-004956B8D5EE},nan,0,0.0,0.0,0,0.0,0.0,nan,1,000075,nan,nan,,Lincoln,MTKDC,30053,FS,MTKNF,,,,,,,,nan,,NR02,FS,MTKNF,US-MT,,,,,nan,2018-MTKNF-000075,No Decision,nan,,nan,1526999108690,1526999108690,0,,,{AF26C490-1031-4947-970D-004956B8D5EE},f79f9b77-6829-4eae-91be-962057d5623f,,-115.94599999999996,48.77980000000008,nifc_wildfire_incidents
12,18614788,,DEFAULT,nan,nan,wildcad,3610.0,1.0,TXTIC,nan,,,,,,,,,Unknown,,,,,1611869844000,,nan,nan,nan,nan,nan,,,SACC,nan,nan,nan,,,Big Sandy NW R/X,,RX,FI,30.60423,-94.68163,3610.0,nan,{1A2BEF95-F30A-4CC5-B67E-BACC5874C17F},nan,0,0.0,0.0,0,0.0,0.0,nan,1,000025,nan,nan,,Polk,TXTIC,48373,NPS,TXBTP,,,,,,,,nan,,SA12,NPS,TXBTP,US-TX,,,,,nan,2021-TXBTP-000025,No Decision,nan,,nan,1611870305993,1612133719057,0,,,{1A2BEF95-F30A-4CC5-B67E-BACC5874C17F},9ccc6d29-4373-49e8-8b2d-1b4e94584472,,-94.67026999999996,30.649370000000033,nifc_wildfire_incidents
13,3454635,,DEFAULT,nan,nan,wildcad,nan,0.1,ORBIC,nan,,,,,,,,,Undetermined,,,,,1503844412000,,nan,nan,nan,nan,nan,,,NWCC,nan,nan,nan,,,SILVIES RX,,RX,FI,43.89838,-118.9399,nan,nan,{4EE0D348-8897-4316-822A-F169DE9A0D05},nan,0,0.0,0.0,0,0.0,0.0,nan,1,007111,nan,nan,,Harney,,41025,,,,,,,,,,nan,,NW12,FS,ORMAF,US-OR,,,,,nan,2017-ORMAF-007111,No Decision,nan,,nan,1503854211723,1503854211723,0,,,{4EE0D348-8897-4316-822A-F169DE9A0D05},74ea0edd-a374-4020-8e5e-11c0d8d4defa,,-119.0073,43.866580000000056,nifc_wildfire_incidents
14,1277341,,DEFAULT,nan,nan,wildcad,0.1,0.1,MNRLA,nan,,,,,,,,,Undetermined,,,J8PN,,1462065360000,,nan,nan,nan,nan,nan,,,EACC,nan,nan,nan,,,RL 291,,WF,FI,47.8716,-95.0481,nan,nan,{594060AF-E50C-4E54-A461-DA5E67987E59},nan,0,0.0,0.0,0,0.0,0.0,nan,1,000393,nan,nan,,Beltrami,,27007,,MNRLA,,BIA,Federal,,,,,nan,,EA01,BIA,MNRLA,US-MN,,,,,nan,2016-MNRLA-000393,No Decision,nan,,nan,1462146294673,1462152007477,0,,,{594060AF-E50C-4E54-A461-DA5E67987E59},d4e8ffa6-b10c-447b-aad6-588d5cd2ac04,,-95.04809999999998,47.87160000000006,nifc_wildfire_incidents
15,3600174,,DEFAULT,nan,nan,lacocad,nan,0.1,CALACC,nan,,,,,,,,,Undetermined,,,,,1507560617000,,nan,nan,nan,nan,nan,,,OSCC,nan,nan,nan,,,LAC-302109,,WF,FI,34.20148087,-118.67800903,nan,nan,{016D26F9-28DA-4BBD-9A66-4E0DB2ECA61B},nan,0,nan,nan,0,nan,nan,nan,1,302109,nan,nan,,Ventura,,06111,,,,,,,,,,nan,,SC08,C&L,CALAC,US-CA,,,,,nan,2017-CALAC-302109,No Decision,nan,,nan,1507560902297,1507560902297,0,,,{016D26F9-28DA-4BBD-9A66-4E0DB2ECA61B},92d05b12-8bf1-485c-bb9d-a295f0c02ac2,,-118.67800902999994,34.20148087000007,nifc_wildfire_incidents
16,7308775,,DEFAULT,nan,nan,wildcad,0.1,0.1,ORRVC,nan,,,,,,,,,Human,,,MYD4,,1574098620000,,nan,nan,nan,nan,nan,,,NWCC,nan,nan,nan,,,Mooney Mountain,,WF,FI,42.30859,-123.5322,nan,nan,{62B5521A-A6B4-4C0B-AD8C-D84BB80DD451},nan,0,0.0,1.0,0,1.0,1.0,nan,1,000567,nan,nan,,Josephine,ORRVC,41033,DOF,OR712S,,,,,,,,nan,,NW04,BLM,ORMED,US-OR,,,,,nan,2019-ORMED-000567,No Decision,nan,,nan,1574177494660,1574177637413,0,,,{62B5521A-A6B4-4C0B-AD8C-D84BB80DD451},05b52e64-0eb9-4fbe-a271-222aa505f877,,-123.5322,42.30859000000004,nifc_wildfire_incidents
17,19582790,,DEFAULT,nan,nan,firecode,nan,nan,NDNDC,nan,,,,,,,,,,,,N0EM,,1620352800000,,nan,nan,nan,nan,nan,,,NRCC,nan,nan,nan,,,LEAFY,,WF,FI,nan,nan,nan,nan,{78C4C25E-A288-4490-BFB8-3A66E77D106A},nan,0,1.0,0.0,0,0.0,0.0,nan,1,000252,nan,nan,,Benson,NDNDC,38005,BIA,NDFTA,,BIA,Federal,,,,,nan,,NR17,BIA,NDFTA,US-ND,,,,,nan,2021-NDFTA-000252,No Decision,nan,,nan,1620404092317,1620404092317,0,,,{78C4C25E-A288-4490-BFB8-3A66E77D106A},ba8ab84f-f821-4ed9-a3de-5caccfc1c3ec,,-98.90249999999996,47.98388888900007,nifc_wildfire_incidents
18,23247195,,DEFAULT,nan,nan,IROC,nan,nan,CASLCC,nan,,,,,,,,,,,,,,1593921000000,,nan,nan,nan,nan,nan,,,OSCC,nan,nan,nan,,,RIVER,,WF,FI,nan,nan,nan,nan,{24FEEE14-7AA2-4EBE-9501-77867D29D79C},nan,0,nan,nan,0,nan,nan,nan,1,008436,nan,nan,,San Luis Obispo,CASLCC,06079,,,,Private,Private,,,,,nan,,SC06,CDF,CASLU,US-CA,,,,,nan,2020-CASLU-008436,No Decision,nan,,nan,1643990172240,1643990172240,0,,,{24FEEE14-7AA2-4EBE-9501-77867D29D79C},04d1954b-ea8c-422b-87b6-8553f517d207,,-120.68222219999996,35.64416670000003,nifc_wildfire_incidents
19,19073202,,DEFAULT,nan,nan,wildcad,1.0,1.0,TXTIC,nan,,,,,,,,,Unknown,,,,,1615649756000,,nan,nan,nan,nan,nan,,,SACC,nan,nan,nan,,,C-16/17/18/19,,RX,FI,31.53973,-95.16619,nan,nan,{4DBB1A6C-ADBA-4B25-886E-3FDF8E95FB99},nan,0,0.0,0.0,0,0.0,0.0,nan,1,000076,nan,nan,,Houston,TXTIC,48225,FS,TXTXF,,,,,,,,nan,,SA12,FS,TXTXF,US-TX,,,,,nan,2021-TXTXF-000076,No Decision,nan,,nan,1616523944737,1616523946120,0,,,{4DBB1A6C-ADBA-4B25-886E-3FDF8E95FB99},48d92014-dc4d-4d2a-a2e9-ce02caf4d4a9,,-95.16618999999996,31.539730000000077,nifc_wildfire_incidents
20,3728789,,DEFAULT,nan,nan,lacocad,nan,0.1,CALACC,nan,,,,,,,,,Undetermined,,,,,1512930698000,,nan,nan,nan,nan,nan,,,OSCC,nan,nan,nan,,,LAC-368158,,WF,FI,34.03475952,-117.98853302,nan,nan,{9F36F3D8-8DAB-4EEA-8AD6-0F71A6EB0B4D},nan,0,nan,nan,0,nan,nan,nan,1,368158,nan,nan,,Los Angeles,,06037,,,,,,,,,,nan,,SC08,C&L,CALAC,US-CA,,,,,nan,2017-CALAC-368158,No Decision,nan,,nan,1512930903253,1512930903253,0,,,{9F36F3D8-8DAB-4EEA-8AD6-0F71A6EB0B4D},d30b573c-0f6b-4c5e-840b-3186ef52f528,,-117.98853301999998,34.03475952000008,nifc_wildfire_incidents
21,3935170,,DEFAULT,nan,nan,wildcad,0.1,0.1,UTUBC,nan,,,,,,,,,Human,,,LM7L,,1522566000000,,nan,nan,nan,nan,nan,,,GBCC,nan,nan,nan,,,FERN GULLY,,WF,FI,40.1901,-110.6738,0.1,nan,{C083BB5F-229C-420C-97D7-BF5111E38763},nan,0,1.0,0.0,0,0.0,0.0,nan,1,100037,nan,nan,,Duchesne,UTUBC,49013,DFF,UTUTS,,,,,,,,nan,,GB23,DFF,UTNES,US-UT,,,,,nan,2018-UTNES-100037,No Decision,nan,,nan,1522687529773,1524261453790,0,,,{C083BB5F-229C-420C-97D7-BF5111E38763},fbb52d06-7a90-449d-b7ad-210d6a2eec3c,,-110.67379999999996,40.19010000000003,nifc_wildfire_incidents
22,6808381,,DEFAULT,nan,nan,cfcad,nan,0.1,CAYICC,nan,,,,,,,,,Unknown,,,MQ6D,,1567701591000,,nan,nan,nan,nan,nan,,,ONCC,nan,nan,nan,,,MARTIN 2,,WF,FI,41.716768,-122.34566,nan,nan,{9D6CFD63-6044-497A-9C92-F6B0599BEC17},nan,0,1.0,nan,0,nan,nan,nan,1,007067,nan,nan,,Siskiyou,CAYICC,06093,,CASKU,,,,,,,,nan,,NC06,,CASKU,US-CA,,,,,nan,2019-CASKU-007067,No Decision,nan,,nan,1567701596470,1567702241707,0,,,{9D6CFD63-6044-497A-9C92-F6B0599BEC17},7612d798-b47d-4071-a073-ae4b1b7c763c,,-122.34565999999997,41.71676800000006,nifc_wildfire_incidents
23,8692780,,DEFAULT,nan,nan,cfcad,nan,0.1,CATCCC,nan,,,,,,,,,Unknown,,,M3KQ,,1588792202000,,nan,nan,nan,nan,nan,,,OSCC,nan,nan,nan,,,CAVE,,WF,FI,38.079654,-120.459632,nan,nan,{21B5E694-3641-43A9-A095-5F4C14B2A644},nan,0,nan,nan,0,nan,nan,nan,1,004827,nan,nan,,Calaveras,CATCCC,06009,CDF,CATCU,,,,,,,,nan,,SC04,CDF,CATCU,US-CA,,,,,nan,2020-CATCU-004827,No Decision,nan,,nan,1588792208333,1588792267483,0,,,{21B5E694-3641-43A9-A095-5F4C14B2A644},951b9ad2-bc04-4f42-99a6-07bfa15970e9,,-120.45963199999994,38.07965400000006,nifc_wildfire_incidents
24,23827154,,DEFAULT,nan,nan,lacocad,nan,0.01,CALACC,nan,,,,,,,,,Undetermined,,,,,1648968986000,,nan,nan,nan,nan,nan,,,OSCC,nan,nan,nan,,,LAC-111347,,WF,FI,34.71303,-118.1393,nan,nan,{BABE536D-470B-446B-A99B-F1A88743E1B4},nan,0,nan,nan,0,nan,nan,nan,1,111347,nan,nan,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,nan,,SC15,C&L,CALAC,US-CA,,,,,nan,2022-CALAC-111347,No Decision,nan,,nan,1648969368640,1648969368640,0,,,{51D08422-694C-45B8-9FB0-347DC03F5CC6},aee73398-98de-4599-8a1c-e103484be703,,-118.1393,34.71303,nifc_wildfire_incidents
25,19283993,,DEFAULT,nan,nan,ics209,250.0,nan,MSMIC,50000.0,,,,,Minimal,Creeping,,,Unknown,,,,,1615508100000,Type 5 Incident,nan,25.0,75.0,0.0,0.0,,,SACC,1615515300000.0,1615509000000.0,1615515300000.0,F,Type 5 IC,Abram Road,285 Abram Road,WF,FI,nan,nan,nan,nan,{F9A2722E-320E-4083-AF15-D30E855B0CF4},nan,0,nan,nan,0,nan,nan,0.0,1,2022430066,100.0,100.0,,Marion,MSMIC,28091,,,,Private,Private,,,,,nan,,SA22A,FC,MSMSS,US-MS,,,Timber (Grass and Understory),Timber (Litter and Understory),2.0,2021-MSMSS-2022430066,No Decision,nan,,nan,1618157735120,1618157891537,0,,,{F9A2722E-320E-4083-AF15-D30E855B0CF4},56847667-31f4-4997-89ad-ef81f2619fce,,-89.74722219999995,31.107500000000073,nifc_wildfire_incidents
26,22859189,,DEFAULT,nan,nan,lacocad,nan,0.01,CALACC,nan,,,,,,,,,Undetermined,,,,,1640970882000,,nan,nan,nan,nan,nan,,,OSCC,nan,nan,nan,,,LAC-420865,,WF,FI,34.10707,-117.94289,nan,nan,{6A4FC58E-33E5-4389-8CA7-30CA634E2FB0},nan,0,nan,nan,0,nan,nan,nan,1,420865,nan,nan,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,nan,,SC08,C&L,CALAC,US-CA,,,,,nan,2021-CALAC-420865,No Decision,nan,,nan,1640971549463,1640971549463,0,,,{6A4FC58E-33E5-4389-8CA7-30CA634E2FB0},a883225e-a13f-43f5-8ea5-080fbc5f7ddf,,-117.94288999999998,34.10707000000008,nifc_wildfire_incidents
27,6161175,,DEFAULT,nan,nan,wildcad,nan,nan,ALAIC,nan,,,,,,,,,Unknown,,,,,1557926667000,,nan,nan,nan,nan,nan,,,SACC,nan,nan,nan,,,CN Open Pond 03,,RX,FI,31.097322,-86.535165,nan,nan,{91553315-D65F-49E5-BF18-D204244C6FC9},nan,0,0.0,0.0,0,0.0,0.0,nan,1,000123,nan,nan,,Covington,ALAIC,01039,FS,ALALF,,,,,,,,nan,,SA39,FS,ALALF,US-AL,,,,,nan,2019-ALALF-000123,No Decision,nan,,nan,1557926792573,1557953677110,0,,,{91553315-D65F-49E5-BF18-D204244C6FC9},a9e35e33-78dc-4fad-9c34-c51b5a5cae0f,,-86.53516499999995,31.097322000000077,nifc_wildfire_incidents
28,23829618,,DEFAULT,nan,nan,firecode,nan,nan,SDGPC,nan,,,,,,,,,,,,PKV3,,1650139200000,,nan,nan,nan,nan,nan,,,RMCC,nan,nan,nan,,,FIVE,,WF,FI,nan,nan,nan,nan,{91EB9ACB-734A-48DB-B6E0-1216BD43892E},nan,0,0.0,0.0,0,0.0,0.0,nan,1,000040,nan,nan,,Buffalo,SDGPC,46017,BIA,SDCCA,,BIA,Federal,,,,,nan,,RM23,BIA,SDCCA,US-SD,,,,,nan,2022-SDCCA-000040,No Decision,nan,,nan,1650291460297,1650291460297,0,,,{EA19F621-FDEE-4010-B4C5-5068C217CD71},51e3d130-cabb-4f4d-95b9-e9744ce4ef0a,,-99.49138889,44.07138889,nifc_wildfire_incidents
29,9014781,,DEFAULT,nan,nan,cfcad,nan,0.1,CARRCC,nan,,,,,,,,,Unknown,,,M4SG,,1590210044000,,nan,nan,nan,nan,nan,,,OSCC,nan,nan,nan,,,CRESTVIEW DR  IDYL,,WF,FI,33.734014,-116.717829,nan,nan,{36A63177-421A-4A15-B0F3-D7CDBEE21D5F},nan,0,nan,nan,0,nan,nan,nan,1,063775,nan,nan,,Riverside,CARRCC,06065,CDF,CARRU,,Private,Private,,,,,nan,,SC11,CDF,CARRU,US-CA,,,,,nan,2020-CARRU-063775,No Decision,nan,,nan,1590210048193,1590210087793,0,,,{36A63177-421A-4A15-B0F3-D7CDBEE21D5F},61a35ceb-1994-4708-afd5-249fcc900618,,-116.71782899999994,33.73401400000006,nifc_wildfire_incidents
30,23869202,,DEFAULT,nan,nan,lacocad,nan,0.01,CALACC,nan,,,,,,,,,Undetermined,,,,,1668725860000,,nan,nan,nan,nan,nan,,,OSCC,nan,nan,nan,,,LAC-391822,,WF,FI,34.57585,-118.07286,nan,nan,{E45AB976-2E52-43E3-80E9-47C835294BDF},nan,0,nan,nan,0,nan,nan,nan,1,391822,nan,nan,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,nan,,SC15,C&L,CALAC,US-CA,,,,,nan,2022-CALAC-391822,No Decision,nan,,nan,1668725988860,1668725988860,0,,,{C1329304-C43E-4280-ACD5-C3D89D3EDB85},081159ba-71f5-4980-923c-1f495e75451b,,-118.07286,34.57585,nifc_wildfire_incidents
31,6972777,,DEFAULT,nan,nan,wildcad,1.0,1.0,WANEC,nan,,,,,,,,,Unknown,,,,,1569943284000,,nan,nan,nan,nan,nan,,,NWCC,nan,nan,nan,,,KAN RX - NOISY JOHN SALVAGE,,RX,FI,48.81701,-117.2443,nan,nan,{CEC2DF28-376C-4EF3-B4AD-051A588F4F18},nan,0,0.0,0.0,0,0.0,0.0,nan,1,002285,nan,nan,,Pend Oreille,WANEC,53051,FS,WACOF,,,,,,,,nan,,NW09,FS,WACOF,US-WA,,,,,nan,2019-WACOF-002285,No Decision,nan,,nan,1569943382307,1604332288010,0,,,{CEC2DF28-376C-4EF3-B4AD-051A588F4F18},758f989b-df10-422b-9efe-254d5108ffe7,,-117.24429999999997,48.81701000000004,nifc_wildfire_incidents
